,Unnamed: 0,Author_name,#Followers,Author FollowIndiadiadiag,Account Created,Verified,Location,Tweet,Length,Likes,Language,Retweets,Time,Cleaned,label_predict,py_lib Predictions
765,1066,whiskey_with_me,0,3,2020-01-21 09:04:15+00:00,False,,"In Irpen, the Russians shot women and little girls, and then rode tanks over their bodies!  This is happening in 2022, and the world needs to understand that!  Russia is a terrorist !!! #bucha #Irpin #Irpen #Bucha #Ukraine #RussiaUkraineWar #RussianWarCrimes https://t.co/i3AiTQY8JB","[0, 258]",1,en,2,2022-04-03 14:14:14+00:00,irpen russians shot women little girls rode tanks bodies happening world needs understand russia terrorist bucha irpin irpen bucha ukraine russiaukrainewar russianwarcrimes,0,0
766,1067,IvanGarciaMayer,3871,945,2011-08-27 03:06:23+00:00,False,PERU,"Radio Free Europe/RL | Accusations Of #Russian Atrocities In #Ukraine Prompt Calls For Tougher Sanctions, Prosecutions.
#Ucrania #UkraineRussiaWar #RussianWarCrimes #Bucha #RussiaUkraineWar https://t.co/AY3n6CCOKQ","[0, 213]",0,en,0,2022-04-03 14:14:01+00:00,radio free europerl accusations russian atrocities ukraine prompt calls tougher sanctions prosecutions ucrania ukrainerussiawar russianwarcrimes bucha russiaukrainewar,0,0
767,1068,jjj5819,2884,5001,2009-01-23 13:30:26+00:00,False,"USA, USA","RT @EuromaidanPR: Belarusian troops intensify operational and combat training near Ukraine’s border | EMPR https://t.co/q6d3O4tRuk

#Russia…","[0, 140]",0,en,41,2022-04-03 14:13:48+00:00,belarusian troops intensify operational combat training near ukraines border empr,0,1
768,1069,Sanatan_Prabhat,3446,18,2011-01-07 09:19:54+00:00,False,,"Will not interfere in the relations of various countries with #Russia : The US 

The US should also keep in mind that no one has given the US the right to spoil the relations of any country with other countries.

https://t.co/jkH8rT6RYj

#InternationalNews #RussiaUkraineWar https://t.co/ISc50bHBRm","[0, 274]",2,en,3,2022-04-03 14:13:45+00:00,interfere relations various countries russia us us also keep mind one given us right spoil relations country countries,0,0
769,1070,Sol_Vita_2022,11,55,2022-03-02 10:36:38+00:00,False,,"RT @ArmedMaidan: ""Human Rights Watch documents alleged war crimes by Russian forces in occupied regions of Ukraine""

https://t.co/PeOFQhrUy…","[0, 140]",0,en,3,2022-04-03 14:13:38+00:00,human rights watch documents alleged war crimes russian forces occupied regions ukraine,0,0
770,1071,tonienki,9,37,2021-02-14 11:07:02+00:00,False,,#AzovBattalion #UkraineRussiaWar #RussiaUkraineWar #UcraniaBajoAtaque #RussianUkrainianWar #Russia #Kiev #UcraniaRussia #UkraineUnderAttack #UkraineWar #Ukraine https://t.co/jPmzLw7XqJ,"[0, 160]",0,und,0,2022-04-03 14:13:35+00:00,azovbattalion ukrainerussiawar russiaukrainewar ucraniabajoataque russianukrainianwar russia kiev ucraniarussia ukraineunderattack ukrainewar ukraine,0,1
771,1072,arsenal10007,257,588,2014-04-12 20:22:46+00:00,False,HWTW,"People of the world will wake up in 8 months and realise that there is a shortage of food in the world because #Ukraine army mined the agricultural fields.
Not to mention extremely stupid to leave them in the open and not even try to bury them.
#Commodities
#RussiaUkraineWar https://t.co/GmVXtjVNWH","[0, 275]",0,en,0,2022-04-03 14:12:43+00:00,people world wake months realise shortage food world ukraine army mined agricultural fields mention extremely stupid leave open even try bury commodities russiaukrainewar,0,0
772,1073,SimWiesen,1188,1188,2017-03-09 22:14:38+00:00,False,Europe,"Ukrainian records how Russians react to him on chat roulette.
#Russia #RussiaUkraineWar #PutinWarCrimes #PutinIsaWarCriminal #PutinHitler https://t.co/bUfUJsnvv7","[0, 137]",0,en,0,2022-04-03 14:12:34+00:00,ukrainian records russians react chat roulette russia russiaukrainewar putinwarcrimes putinisawarcriminal putinhitler,0,0
773,1075,hcrubin2009,406,971,2009-09-12 20:01:46+00:00,False,NYC  E: (HRubinroit@gmail.com),"#Blinken on CNN says soon there will be ""more than 10 anti-tank systems for every #Russian tank"" in #Ukraine.  #Russia #RussiaUkraineWar #RussiaUkraine https://t.co/p2u8kbt0u0","[0, 151]",0,en,0,2022-04-03 14:12:19+00:00,blinken cnn says soon antitank systems every russian tank ukraine russia russiaukrainewar russiaukraine,0,0
774,1076,Kir_the_Wizard,203,237,2013-11-09 15:16:25+00:00,False,"Donetsk, Ukraine","#RussiaLies don't make sense, but they simply try to throw any doubt on the #BuchaMassacre #Bucha #GenocideOfUkrainians #WarCrimes #warcrime #RussianWarCrimes #RussianWarCrimesInUkraine #UkraineUnderAttaсk #NaziRussia #russiaukrainewar #RussianUkrainianWar https://t.co/p6P1e8If9a","[0, 256]",3,en,0,2022-04-03 14:12:01+00:00,russialies make sense simply try throw doubt buchamassacre bucha genocideofukrainians warcrimes warcrime russianwarcrimes russianwarcrimesinukraine ukraineunderattak nazirussia russiaukrainewar russianukrainianwar,0,0
775,1077,loveyoumarijane,36,28,2012-06-22 08:09:04+00:00,False,простір та час,#RussiaUkraineWar #HumanRights #GenocideOfUkrainians @hrw @UN https://t.co/TjqVgsUDZp,"[0, 61]",0,und,0,2022-04-03 14:11:59+00:00,russiaukrainewar humanrights genocideofukrainians,0,0
776,1078,blessed_tariq,21,423,2022-01-09 04:50:53+00:00,False,,"RT @arthurklvn30: Russia like a cat against NATO
#NATO #RussiaUkraineWar https://t.co/47d29vkLNb","[0, 96]",0,en,1,2022-04-03 14:11:46+00:00,russia like cat nato nato russiaukrainewar,0,0
777,1079,rita_silvano,14,32,2014-11-04 11:33:33+00:00,False,,"RT @EuromaidanPR: #Ukrainian paratroopers took control of the border with #Belarus 
#RussiaUkraineWar #UkraineRussiaWar","[0, 119]",0,en,29,2022-04-03 14:11:44+00:00,ukrainian paratroopers took control border belarus russiaukrainewar ukrainerussiawar,0,0
778,1081,ArmedMaidan,491,458,2022-02-28 17:43:30+00:00,False,"Quebec, Canada","""Did you want another Srebrenica? Are you satisfied with the horror of Bucha?"": Ukrainian official to EU

""The main thing... is not to provoke the Russians,"" ""that the Russians do not get offended""

https://t.co/TGYTJFcWla

#StandWithUkraine #UkraineUnderAttack #RussiaUkraineWar","[0, 279]",4,en,3,2022-04-03 14:11:36+00:00,want another srebrenica satisfied horror bucha ukrainian official eu main thing provoke russians russians get offended,0,0
779,1083,1WorldState,1,36,2022-04-01 10:10:27+00:00,False,The World State Kingdom of God,#RussiaUkraineWar is to #DeYidoNazify #Ukraine,"[0, 46]",0,en,0,2022-04-03 14:10:21+00:00,russiaukrainewar deyidonazify ukraine,0,0
780,1085,WIONews,437820,99,2016-03-21 03:44:54+00:00,True,India,"Nearly 4.2 million Ukrainians have fled their country since Russia's invasion began on February 24, with almost 40,000 pouring into neighbouring countries in the past 24 hours, UN numbers show.

#RussiaUkraineWar

https://t.co/90qLV63xS2","[0, 237]",12,en,5,2022-04-03 14:10:00+00:00,nearly million ukrainians fled country since russias invasion began february almost pouring neighbouring countries past hours un numbers show russiaukrainewar,0,0
781,1086,Paul_W_2323,64,432,2020-11-01 16:56:59+00:00,False,,"More Russian war crimes, sadly. It appears that they've been just rounding up unarmed Ukrainian civilians and executing them. #Ukraine #Russia #RussiaUkraineWar 
https://t.co/SmUkrnrtT0","[0, 185]",0,en,0,2022-04-03 14:09:58+00:00,russian war crimes sadly appears theyve rounding unarmed ukrainian civilians executing ukraine russia russiaukrainewar,0,0
782,1087,grzegiPan,23,504,2013-08-01 09:13:10+00:00,False,Poznań,"RT @peacemakerx_x: Hello world. It's me. My name is Sofi, i'm Ukrainian. 
This is my photo on the left.
But also this is my photo on the ri…","[0, 140]",0,en,6,2022-04-03 14:09:33+00:00,hello world name sofi im ukrainian photo left also photo ri,0,0
783,1090,cathy39637692,778,1919,2019-02-26 10:15:14+00:00,False,,"RT @EuromaidanPR: Putin's plan is to seize East Ukraine until May 9, 2022,  a prominent holiday on the Russian calendar, a day on which the…","[0, 140]",0,en,74,2022-04-03 14:09:17+00:00,putins plan seize east ukraine may prominent holiday russian calendar day,0,1
784,1092,Languorous_era,160,373,2021-09-05 03:51:28+00:00,False,,"RT @ArmedMaidan: ""Corpses of executed people still line the Yabluska street in Bucha. Their hands are tied behind their backs... they were…","[0, 139]",0,en,3,2022-04-03 14:09:08+00:00,corpses executed people still line yabluska street bucha hands tied behind backs,0,0
785,1094,AlecH34748141,129,327,2022-02-21 23:55:37+00:00,False,,"@RealPepeEscobar Yep. The #RussiaUkraineWar won't be settled in #Ukraine, It will be settled in the market. The ~50% of the world NOT sanctioning #Russia can convert to #petrorubles in a day. A lot of the Global South will switch just because they hate our living guts.
American hegemony is dying. https://t.co/XHSlfJpifI","[17, 297]",2,en,0,2022-04-03 14:08:54+00:00,yep russiaukrainewar settled ukraine settled market world sanctioning russia convert petrorubles day lot global south switch hate living guts american hegemony dying,0,0
786,1095,maksym_bondaruk,0,4,2022-02-20 13:51:08+00:00,False,,"Hands tied behind backs.
Shot in the head from behind.
Hundreds civilians killed by #Russian army in the cellars of #Bucha. Meanwhile NATO wants to appease #Russia. No words...
#BuchaMassacre #BuchaMassacre #GenocideOfUkrainians #Genocide
#Ukraine #RussiaUkraineWar #HumanRights https://t.co/1DJE9KMm1n","[0, 278]",3,en,0,2022-04-03 14:08:42+00:00,hands tied behind backs shot head behind hundreds civilians killed russian army cellars bucha meanwhile nato wants appease russia words buchamassacre buchamassacre genocideofukrainians genocide ukraine russiaukrainewar humanrights,0,0
787,1096,GunnarWiman,67,302,2011-11-06 16:23:23+00:00,False,Sverige,"RT @ArmedMaidan: Mass grave with nearly 300 bodies found in liberated #Bucha, Kyiv suburb: mayor

https://t.co/IlwFH2XXC7

#StandWithUkrain…","[0, 140]",0,en,2,2022-04-03 14:08:40+00:00,mass grave nearly bodies found liberated bucha kyiv suburb mayor,0,0
788,1097,synchrobolo,6,90,2022-03-15 20:55:14+00:00,False,,@Europarl_EN @POTUS @MinPres we should isolate #Russia totally from the world and make countries like #china and #india accountable for supporting #RussiaUkraineWar,"[0, 164]",0,en,0,2022-04-03 14:08:24+00:00,isolate russia totally world make countries like china india accountable supporting russiaukrainewar,1,0
789,1099,vskoreik,487,992,2013-01-08 23:42:10+00:00,False,,RT @Gotham_diaries: #RussiaUkraineWar #Ukraine #UkraineWar #USA #Europe https://t.co/AI5VWZXKTH,"[0, 95]",0,und,2,2022-04-03 14:07:41+00:00,russiaukrainewar ukraine ukrainewar usa europe,0,0
790,1101,Sol_Vita_2022,11,55,2022-03-02 10:36:38+00:00,False,,"RT @ArmedMaidan: ""Russian forces hold 11 Ukrainian mayors captive and kill one in detention, says Ukrainian minister""

https://t.co/hg7DAqO…","[0, 140]",0,en,1,2022-04-03 14:07:24+00:00,russian forces hold ukrainian mayors captive kill one detention says ukrainian minister,0,0
791,1103,Rondo2,1073,1469,2009-03-10 12:14:59+00:00,False,USA,RT @LeibmanEric: #Ukraine #UkraineWar #UkraineRussia #Ukraina #RussianWarCrimes #RussiaUkraineWar #StandWithUkraine️,"[0, 116]",0,und,2,2022-04-03 14:06:47+00:00,ukraine ukrainewar ukrainerussia ukraina russianwarcrimes russiaukrainewar standwithukraine,0,0
792,1104,OneVenusThrow,3357,4858,2011-08-19 15:55:00+00:00,False,Manna-hata,"‘This Is True Barbarity’: Life and Death Under #Russian Occupation
""The town of #Trostyanets was occupied by Russian forces for a month before the #Ukrainian military liberated it. Residents described weeks of hunger and horror.""
https://t.co/lzbuTq8fko
#Ukraine #RussiaUkraineWar","[0, 280]",0,en,0,2022-04-03 14:06:47+00:00,true barbarity life death russian occupation town trostyanets occupied russian forces month ukrainian military liberated residents described weeks hunger horror,0,0
793,1106,ArmedMaidan,491,458,2022-02-28 17:43:30+00:00,False,"Quebec, Canada","Mass grave with nearly 300 bodies found in liberated #Bucha, Kyiv suburb: mayor

https://t.co/IlwFH2XXC7

#StandWithUkraine #UkraineUnderAttack #RussiaUkraineWar #PutinsWar #GenocideOfUkrainians","[0, 194]",1,en,2,2022-04-03 14:06:35+00:00,mass grave nearly bodies found liberated bucha kyiv suburb mayor,0,0
794,1107,One45334837,158,421,2018-07-28 19:24:10+00:00,False,,"RT @Kir_the_Wizard: France's Putin-helpers ""don't see"" the #BuchaMassacre #Bucha #GenocideOfUkrainians #WarCrimes #warcrime #RussianWarCrim…","[0, 140]",0,en,1,2022-04-03 14:06:31+00:00,frances putinhelpers dont see buchamassacre bucha genocideofukrainians warcrimes warcrime russianwarcrim,0,0
795,1108,FormosanHare,4,106,2021-08-21 02:58:06+00:00,False,,RT @SimTack: Ukrainian forces start to steadily recover terrain in Northern #Ukraine as #Russia's forces appear to be withdrawing from the…,"[0, 139]",0,en,20,2022-04-03 14:06:31+00:00,ukrainian forces start steadily recover terrain northern ukraine russias forces appear withdrawing,0,0
796,1109,shau_baidhar,94,147,2020-05-04 07:23:11+00:00,False,"Bhubaneshwar, India","RT @Kalingatv: Destruction and loss in #Bucha as the Ukraine-Russia conflict continues
#UkraineUnderAttaсk #RussiaUkraineWar https://t.co/i…","[0, 140]",0,en,2,2022-04-03 14:06:29+00:00,destruction loss bucha ukrainerussia conflict continues ukraineunderattak russiaukrainewar,0,0
797,1110,IndiaToday,6011246,245,2009-02-02 07:21:54+00:00,True,India,"Bodies of 280 civilians found in Bucha. Watch this report
#Ukraine #RussiaUkraineWar #ITVideo https://t.co/eZ0jbTGktI","[0, 93]",6,en,6,2022-04-03 14:06:10+00:00,bodies civilians found bucha watch report ukraine russiaukrainewar itvideo,0,0
798,1111,vak_sel,401,83,2020-03-08 08:46:29+00:00,False,Украина,"Town of Bucha northwest of Kyiv. The amount of dead citizens on one street alone…
#Bucha #RussiaUkraineWar #GenocideOfUkrainians https://t.co/U9esh9CYVU","[0, 128]",1,en,0,2022-04-03 14:06:02+00:00,town bucha northwest kyiv amount dead citizens one street alone bucha russiaukrainewar genocideofukrainians,0,0
799,1114,1WorldState,1,36,2022-04-01 10:10:27+00:00,False,The World State Kingdom of God,"#JoeBiden and #Zelensky are 2 of 15m #YidoNazis who caused 9.000m demographic and $4,500tn economic losses, 600 lives and $300m  each, and started #RussiaUkraineWar to trigger #WW3 to kill all 900m #TenfoldSuperiorWhiteChristianRace and make #Europe and #USA #RadioactiveDeserts","[0, 278]",0,en,0,2022-04-03 14:05:41+00:00,joebiden zelensky yidonazis caused demographic tn economic losses lives started russiaukrainewar trigger ww kill tenfoldsuperiorwhitechristianrace make europe usa radioactivedeserts,0,0
800,1115,Sol_Vita_2022,11,55,2022-03-02 10:36:38+00:00,False,,"RT @ArmedMaidan: ""Ukrainian President Zelensky announces posthumous award for slain photojournalist Maksym Levin""

Had worked for BBC, Reut…","[0, 140]",0,en,1,2022-04-03 14:05:27+00:00,ukrainian president zelensky announces posthumous award slain photojournalist maksym levin worked bbc reut,1,0
801,1117,TheUN_voice,1,0,2022-04-01 15:46:06+00:00,False,美国,"#BREAKING 
Russia and India complete a trade agreement in rubles and rupees within a week, excluding the euro and the US dollar from cooperation.

The US dare not sanction India, so it plans to cause a lot of trouble to India
#india  #USA  #US  #RussiaUkraineWar https://t.co/aBHsYVW8YT","[0, 262]",0,en,0,2022-04-03 14:05:12+00:00,breaking russia india complete trade agreement rubles rupees within week excluding euro us dollar cooperation us dare sanction india plans cause lot trouble india india usa us russiaukrainewar,0,0
802,1118,anotherEdV,4,4,2013-01-09 00:45:02+00:00,False,not quite Oz,"U.S. General Wesley Clark once recalled teaching a class of Ukrainian generals in 2016 where he was told ""We’ve been taught in the Soviet system that information has to be guarded and we lie to each other.”  

#PutinsWar  #Ukraine  #RussiaUkraineWar","[0, 249]",0,en,0,2022-04-03 14:04:12+00:00,us general wesley clark recalled teaching class ukrainian generals told weve taught soviet system information guarded lie putinswar ukraine russiaukrainewar,0,0
803,1119,AbolomaNelson,9,1793,2012-05-16 16:23:36+00:00,False,,"RT @whattheshare: It's funny to see how the West plays morality on buying oil from #Russia, when they (Ger, Italy &amp; Netherlands) themselves…","[0, 144]",0,en,25,2022-04-03 14:04:10+00:00,funny see west plays morality buying oil russia ger italy amp netherlands,1,0
804,1120,Kir_the_Wizard,202,237,2013-11-09 15:16:25+00:00,False,"Donetsk, Ukraine","France's Putin-helpers ""don't see"" the #BuchaMassacre #Bucha #GenocideOfUkrainians #WarCrimes #warcrime #RussianWarCrimes #RussianWarCrimesInUkraine #UkraineUnderAttaсk #NaziRussia #russiaukrainewar #RussianUkrainianWar https://t.co/oEhcHBemYN","[0, 219]",2,en,1,2022-04-03 14:04:04+00:00,frances putinhelpers dont see buchamassacre bucha genocideofukrainians warcrimes warcrime russianwarcrimes russianwarcrimesinukraine ukraineunderattak nazirussia russiaukrainewar russianukrainianwar,0,0
805,1122,MamaWarrior_,402,1694,2012-09-05 23:13:45+00:00,False,,RT @petruninevgeniy: @Bundeskanzler Stop paying to  Russia  for their murders in #Bucha full embargo for gas and oil. How many Ukrainians m…,"[0, 140]",0,en,1,2022-04-03 14:03:44+00:00,stop paying russia murders bucha full embargo gas oil many ukrainians,0,0
806,1123,ArmedMaidan,491,462,2022-02-28 17:43:30+00:00,False,"Quebec, Canada","""Human Rights Watch documents alleged war crimes by Russian forces in occupied regions of Ukraine""

https://t.co/PeOFQhrUy6

#StandWithUkraine #UkraineUnderAttack #RussiaUkraineWar #PutinsWar #GenocideOfUkrainians","[0, 213]",3,en,3,2022-04-03 14:03:42+00:00,human rights watch documents alleged war crimes russian forces occupied regions ukraine,0,0
807,1126,Sol_Vita_2022,11,55,2022-03-02 10:36:38+00:00,False,,"RT @ArmedMaidan: EU vows new sanctions after civilian massacres
https://t.co/6GV8WaJJAs

EU bought $18.4B Russian energy since 2/24
https:/…","[0, 140]",0,en,2,2022-04-03 14:03:26+00:00,eu vows new sanctions civilian massacres,0,0
808,1127,LaxmiUpadhyay13,27747,343,2017-03-21 11:38:20+00:00,True,India India,"RT @NewsNationTV: #RussiaUkraineWar : रूस का वार, पब्लिक का बारूदी पलटवार...

Watch Full Video : https://t.co/B9A2P1v4xp

#Ukraine #Ukraine…","[0, 140]",0,hi,1,2022-04-03 14:03:25+00:00,russiaukrainewar watch full video,1,0
809,1128,Abubacker_99,289,5001,2015-11-09 09:12:09+00:00,False,"Thoothukkudi, India","RT @PBI_PS: Israeli military restrictions in Jerusalem 

Israeli occupation forces intensify military measures in occupied Jerusalem and li…","[0, 140]",0,en,2,2022-04-03 14:03:14+00:00,israeli military restrictions jerusalem israeli occupation forces intensify military measures occupied jerusalem li,0,1
810,1129,toneunga3,4009,4961,2016-01-02 06:00:35+00:00,False,,RT @Magnifyingglas_: The #Ukrainian flag has been set at the #Chernobyl #nuclear power plant - the state border with Belarus has been taken…,"[0, 140]",0,en,4,2022-04-03 14:03:05+00:00,ukrainian flag set chernobyl nuclear power plant state border belarus taken,0,0
811,1130,tarunroy1964,33,296,2014-05-07 11:48:33+00:00,False,Rourkela ,There seems to be no end to the #RussiaUkraineWar. Why the #EuropeanUnion and the USA are not able to find a quick solution? Why innocent lives are lost every day?,"[0, 173]",0,en,0,2022-04-03 14:03:03+00:00,seems end russiaukrainewar europeanunion usa able find quick solution innocent lives lost every day,0,1
812,1131,SDey83,3533,979,2018-04-25 04:59:29+00:00,False,Leningrad ,"As world watched #WarCrimes of USA in past 3 decades!!

#RussiaUkraineWar https://t.co/1KZiuQmFqI","[0, 73]",4,en,0,2022-04-03 14:02:54+00:00,world watched warcrimes usa past decades russiaukrainewar,0,0
813,1133,RiaDariia,136,128,2020-11-05 01:55:58+00:00,False,,"This is the Kyiv region.  Russian invaders tied up and shot civilians.  They raped women and children, killed them and crushed their bodies with tanks 
#UkraineUnderAttaсk #PutinHitler #Putin #RussiaUkraineWar #РоссияСмотри #РоссияУкраинаКонфликт https://t.co/DuOZ8JJKue","[0, 246]",0,en,0,2022-04-03 14:02:47+00:00,kyiv region russian invaders tied shot civilians raped women children killed crushed bodies tanks ukraineunderattak putinhitler putin russiaukrainewar,0,0
814,1134,apk_chirps,185,203,2020-10-26 07:36:36+00:00,False,India,"RT @sagar_bazar: Some assholes say, Will Russia support India in war between India and China. Did west(US &amp;UK) support us in any war? They…","[0, 143]",0,en,1,2022-04-03 14:02:36+00:00,assholes say russia support india war india china westus ampuk support us war,0,0
815,1136,ArmedMaidan,491,462,2022-02-28 17:43:30+00:00,False,"Quebec, Canada","EU vows new sanctions after civilian massacres
https://t.co/6GV8WaJJAs

EU bought $18.4B Russian energy since 2/24
https://t.co/iO0M8bukow

Multiple levels of sanctions still not applied
https://t.co/zsZCP3TnbL

#StandWithUkraine #UkraineUnderAttack #RussiaUkraineWar #PutinsWar","[0, 278]",2,en,2,2022-04-03 14:02:32+00:00,eu vows new sanctions civilian massacres,0,0
816,1137,AfeofureE,54,281,2022-02-15 11:14:09+00:00,False,,"HURRY now to buy this unique masterpiece PercevalNFT listed on opensea
https://t.co/jScqqbZVCQ
@NFTcompanyy @NFTmillionaire @NFTGallary @NFTshills @shrewdcharlie #art #metaverse #gamefi  #Metaversegame #NFTs #MetaWarsNFT #celebrity #ETHNFTs #Trending #Ukraine #RussiaUkraineWar","[0, 277]",0,en,0,2022-04-03 14:02:26+00:00,hurry buy unique masterpiece percevalnft listed opensea,1,1
817,1138,petruninevgeniy,14,77,2013-11-30 19:50:18+00:00,False,,@Bundeskanzler Stop paying to  Russia  for their murders in #Bucha full embargo for gas and oil. How many Ukrainians must die before you get enough of gas? #RussiaUkraineWar #RussianWarCrimesInUkraine #BuchaMassacre https://t.co/tw2JcfUmUB,"[15, 215]",2,en,1,2022-04-03 14:02:14+00:00,stop paying russia murders bucha full embargo gas oil many ukrainians must die get enough gas russiaukrainewar russianwarcrimesinukraine buchamassacre,0,0
818,1139,beemasenna,1067,529,2010-12-01 23:19:10+00:00,False,Jakarta,"Anne-Laure Bonnel, war reporter. Ukraine has been bombing Ukrainians for... https://t.co/vAeWYnZPZW via @YouTube #russia #russian #ukraina #Ukraine #Putin #Zelenskiy #RusiaUcrania #rusiaukraina #rusia #Chechens #RussiaUkraineWar #UkraineWar #RussianUkrainianWar #ukrainwar","[0, 272]",1,en,0,2022-04-03 14:02:14+00:00,annelaure bonnel war reporter ukraine bombing ukrainians,0,0
819,1140,MardipOrtaAsya,201,26,2021-11-10 11:21:05+00:00,False,,"Mayor accuses Russia of committing genocide in Kyiv’s suburbs
 https://t.co/1psBoBuroK @AJEnglish
@MardinDiplomasi
#Ukraine️ #RussiaUkraineWar #Bucha #Kyiv #PutinWarCrimes","[0, 171]",28,en,3,2022-04-03 14:02:11+00:00,mayor accuses russia committing genocide kyivs suburbs,0,0
820,1141,1WorldState,1,36,2022-04-01 10:10:27+00:00,False,The World State Kingdom of God,"@RALee85 #JoeBiden and #Zelensky are 2 of 15m #YidoNazis who caused 9.000m demographic and $4,500tn economic losses, 600 lives and $300m  each, and started #RussiaUkraineWar to trigger #WW3 to kill all 900m #TenfoldSuperiorWhiteChristianRace and make #Europe and #USA #RadioactiveDeserts","[9, 287]",0,en,0,2022-04-03 14:02:05+00:00,joebiden zelensky yidonazis caused demographic tn economic losses lives started russiaukrainewar trigger ww kill tenfoldsuperiorwhitechristianrace make europe usa radioactivedeserts,0,0
821,1143,OleksandrTrnvsk,37,37,2012-07-10 14:08:48+00:00,False,Ukraine,"Irpin, my home. Not in the sense that Irpin is my home, but LITERALLY my home, a flat where I live. It says hello to @Bundeskanzler, I guess.
#BuchaMassacre #GenocideOfUkrainians #RussiaUkraineWar #Irpin https://t.co/GJzGXhTrXo","[0, 203]",191,en,56,2022-04-03 14:01:43+00:00,irpin home sense irpin home literally home flat live says hello guess buchamassacre genocideofukrainians russiaukrainewar irpin,0,0
822,1144,Abubacker_99,289,5001,2015-11-09 09:12:09+00:00,False,"Thoothukkudi, India","RT @PBI_PS: Israeli punishment of Palestinian children 

Israrli military court sentences Palestinian child, Mahmoud Hidra, to 12 months in…","[0, 140]",0,en,2,2022-04-03 14:01:30+00:00,israeli punishment palestinian children israrli military court sentences palestinian child mahmoud hidra months,0,0
823,1145,AfeofureE,54,281,2022-02-15 11:14:09+00:00,False,,"Hurry now to buy this unique masterpiece PercevalNFT list on opensea 
https://t.co/YYK9U2fD1F
#art #metaverse #gamefi  #Metaversegame #NFTs #MetaWarsNFT #celebrity #ETHNFTs 
#nftplanett #Trending #Ukraine #RussiaUkraineWar @NFTrated @RealmissNFT @DropyourNFT @moodyowlNFT
@RAC","[0, 276]",0,en,0,2022-04-03 14:01:26+00:00,hurry buy unique masterpiece percevalnft list opensea,1,1
824,1146,TeresaTomeo,20554,3059,2010-02-08 04:12:09+00:00,False,,"#Peace #Catholic #EWTN #PeaceNotWar #BlessedVirginMary #ImmaculateHeartOfMary #Consecration2022 #pope #PopeFrancis #ukraine #russia #RussiaUkraineWar #prayersfortheworld #prayforpeace #prayfortheworld READ: 
https://t.co/1xJrh720u2 https://t.co/UBPPSV9vpa","[0, 231]",0,en,0,2022-04-03 14:01:01+00:00,peace catholic ewtn peacenotwar blessedvirginmary immaculateheartofmary consecration pope popefrancis ukraine russia russiaukrainewar prayersfortheworld prayforpeace prayfortheworld read,1,1
825,1147,wojciechce,3944,383,2010-10-30 10:45:14+00:00,True,"Warsaw, Poland","All you need to know on #RussiaUkraineWar 🇺🇦 - in a special coverage of ""The World"" podcast on YouTube.
👇 CLICK &amp; SUBSCRIBE to learn more
https://t.co/yNXmhRXQdv
photo: Andrii Marienko (UNIAN) https://t.co/zHL4ml4vvy","[0, 196]",0,en,0,2022-04-03 14:01:00+00:00,need know russiaukrainewar special coverage world podcast youtube click amp subscribe learn,1,0
826,1148,_os_ya_,420,152,2011-03-02 13:05:55+00:00,False,"і москаля нема, немає москаля ","#GenocideOfUkrainians #UkraineUnderAttaсk #Ukraine #Kyiv #Bucha #BuchaMassacre #NATO #humanrights #StopRussia #RussianWarCrimes #RussiaUkraineWar #russianarmy #russiansoldierswarcriminals 
#russiansoldiers #WarCrime

@NATO @Europarl_EN @UNICEF @UNHumanRights https://t.co/iKfVDBRsdB","[0, 258]",0,und,0,2022-04-03 14:00:52+00:00,genocideofukrainians ukraineunderattak ukraine kyiv bucha buchamassacre nato humanrights stoprussia russianwarcrimes russiaukrainewar russianarmy russiansoldierswarcriminals russiansoldiers warcrime,0,0
827,1149,1WorldState,1,36,2022-04-01 10:10:27+00:00,False,The World State Kingdom of God,"@nypost #JoeBiden and #Zelensky are 2 of 15m #YidoNazis who caused 9.000m demographic and $4,500tn economic losses, 600 lives and $300m  each, and started #RussiaUkraineWar to trigger #WW3 to kill all 900m #TenfoldSuperiorWhiteChristianRace and make #Europe and #USA #RadioactiveDesserts","[8, 287]",0,en,0,2022-04-03 14:00:49+00:00,joebiden zelensky yidonazis caused demographic tn economic losses lives started russiaukrainewar trigger ww kill tenfoldsuperiorwhitechristianrace make europe usa radioactivedesserts,0,0
828,1153,MawunyegaKojo,509,5000,2019-06-22 15:38:48+00:00,False,,"RT @dna: Emotional Moment: Exhausted refugees from Mariupol and Melitopol arrive in Zaporizhzhia 

#RussiaUkraineConflict | #RussiaUkraineW…","[0, 140]",0,en,1,2022-04-03 14:00:28+00:00,emotional moment exhausted refugees mariupol melitopol arrive zaporizhzhia russiaukraineconflict russiaukrainew,0,0
829,1154,SteyningAnthony,5,0,2018-11-09 18:53:07+00:00,False,,"RT @SteyningAnthony: #RussiaUkraineWar   

Horror trumps 'honor'!

Horrendous violence seems in-bred in Russia, villainous home acts includ…","[0, 140]",0,en,1,2022-04-03 14:00:23+00:00,russiaukrainewar horror trumps honor horrendous violence seems inbred russia villainous home acts includ,0,0
